date,open,high,low,close,volume,Volume
1991/11/15,0.486606985,0.488839,0.444195986,0.446429014,0.358692735,256950400
1991/11/18,0.446429014,0.46875,0.446429014,0.465402007,0.374836266,238739200
1991/11/19,0.462054014,0.462054014,0.444195986,0.457589,0.368543625,285488000
1991/11/20,0.457589,0.464286,0.448661,0.450893015,0.363150686,168100800
1991/11/21,0.450893015,0.462054014,0.450893015,0.455356985,0.366745919,106814400
1991/11/22,0.455356985,0.462054014,0.448661,0.457589,0.368543625,97843200
1991/11/25,0.455356985,0.466518015,0.455356985,0.457589,0.368543625,78433600
1991/11/26,0.459820986,0.464286,0.446429014,0.459820986,0.370341212,139272000
1991/11/27,0.457589,0.459820986,0.450893015,0.455356985,0.366745919,63235200
1991/11/29,0.450893015,0.459820986,0.450893015,0.453125,0.364948303,34092800
1991/12/2,0.453125,0.464286,0.446429014,0.462054014,0.372139752,118899200
1991/12/3,0.464286,0.464286,0.448661,0.450893015,0.363150686,102860800
1991/12/4,0.453125,0.453125,0.446429014,0.450893015,0.363150686,80550400
1991/12/5,0.450893015,0.455356985,0.439731985,0.446429014,0.359555393,99198400
1991/12/6,0.441964,0.444195986,0.433036,0.435268015,0.350566089,196985600
1991/12/9,0.4375,0.446429014,0.435268015,0.438616008,0.353262752,97832000
1991/12/10,0.4375,0.441964,0.433036,0.438616008,0.353262752,122617600
1991/12/11,0.439731985,0.444195986,0.433036,0.4375,0.352363884,84560000
1991/12/12,0.440847993,0.444195986,0.4375,0.440847993,0.355060488,91750400
1991/12/13,0.444195986,0.453125,0.444195986,0.449777007,0.362251878,95121600
1991/12/16,0.449777007,0.453125,0.446429014,0.450893015,0.363150686,77190400
1991/12/17,0.450893015,0.455356985,0.448661,0.450893015,0.363150686,97843200
1991/12/18,0.448661,0.464286,0.446429014,0.462054014,0.372139752,186603200
1991/12/19,0.457589,0.462054014,0.453125,0.453125,0.364948303,115326400
1991/12/20,0.457589,0.459820986,0.448661,0.448661,0.36135301,128184000
1991/12/23,0.450893015,0.462054014,0.446429014,0.459820986,0.370341212,103163200
1991/12/24,0.464286,0.479911,0.462054014,0.466518015,0.375735044,188563200
1991/12/26,0.470981985,0.491070986,0.466518015,0.489955008,0.394611448,134500800
1991/12/27,0.488839,0.497768015,0.486606985,0.491070986,0.395510197,167742400
1991/12/30,0.491070986,0.511161029,0.491070986,0.506695986,0.408094674,183646400
1991/12/31,0.512277007,0.517857015,0.5,0.503347993,0.40539819,134030400
1992/1/2,0.497768015,0.533482015,0.495536,0.53125,0.427870631,233632000
1992/1/3,0.535713971,0.537945986,0.520088971,0.526786029,0.424275368,190254400
1992/1/6,0.524554014,0.526786029,0.515625,0.517857015,0.41708374,114240000
1992/1/7,0.513392985,0.53125,0.513392985,0.527902007,0.425173908,141467200
1992/1/8,0.522320986,0.546875,0.522320986,0.540179014,0.435062081,232747200
1992/1/9,0.540179014,0.555804014,0.537945986,0.555804014,0.44764623,208510400
1992/1/10,0.549107015,0.558036029,0.544642985,0.555804014,0.44764623,196224000
1992/1/13,0.555804014,0.560267985,0.549107015,0.553570986,0.445847809,107856000
1992/1/14,0.555804014,0.578125,0.555804014,0.575892985,0.46382612,273806400
1992/1/15,0.575892985,0.580357015,0.5625,0.566963971,0.456634611,325740800
1992/1/16,0.569195986,0.573661029,0.558036029,0.560267985,0.451241821,293529600
1992/1/17,0.604911029,0.616070986,0.578125,0.578125,0.465623856,848355200
1992/1/20,0.575892985,0.582588971,0.571429014,0.571429014,0.460230798,209664000
1992/1/21,0.573661029,0.573661029,0.544642985,0.545759022,0.439556092,194084800
1992/1/22,0.549107015,0.569195986,0.546875,0.566963971,0.456634611,183680000
1992/1/23,0.573661029,0.578125,0.5625,0.575892985,0.46382612,138353600
1992/1/24,0.575892985,0.587054014,0.571429014,0.577009022,0.464724898,177609600
1992/1/27,0.578125,0.582588971,0.573661029,0.575892985,0.46382612,83451200
1992/1/28,0.578125,0.583705008,0.5625,0.582588971,0.469218969,173723200
1992/1/29,0.578125,0.587054014,0.564732015,0.564732015,0.454836994,144558400
1992/1/30,0.566963971,0.569195986,0.560267985,0.569195986,0.458432406,87113600
1992/1/31,0.571429014,0.582588971,0.566963971,0.578125,0.465623856,144558400
1992/2/3,0.578125,0.591517985,0.575892985,0.587054014,0.472815096,158132800
1992/2/4,0.587054014,0.591517985,0.580357015,0.587054014,0.472815096,192931200
1992/2/5,0.591517985,0.595982015,0.581472993,0.590402007,0.47551176,161504000
1992/2/6,0.587054014,0.589286029,0.571429014,0.572544992,0.461129516,93139200
1992/2/7,0.573661029,0.578125,0.560267985,0.571429014,0.460230798,147537600
1992/2/10,0.571429014,0.573661029,0.5625,0.563615978,0.453938156,86441600
1992/2/11,0.5625,0.569195986,0.555804014,0.561384022,0.452140361,122012800
1992/2/12,0.569195986,0.584820986,0.5625,0.582588971,0.469218969,137961600
