Date,Open,High,Low,Close,Adj Close,Volume
1979-12-31,15.356119155883789,15.445746421813965,15.296366691589355,15.385993957519531,4.275336742401123,1291182
1980-01-02,15.057360649108887,15.41586971282959,14.937858581542969,14.937858581542969,4.150814056396484,1723808
1980-01-03,14.937858581542969,15.176863670349121,14.639101028442383,15.176863670349121,4.217227458953857,2553495
1980-01-04,15.176863670349121,15.236616134643555,15.057360649108887,15.146988868713379,4.208926200866699,1978195
1980-01-07,15.146988868713379,15.146988868713379,14.967734336853027,15.087237358093262,4.192321300506592,1480718
1980-01-08,15.087237358093262,16.13288688659668,14.967734336853027,16.103010177612305,4.474575519561768,2968130
1980-01-09,16.103010177612305,16.252389907836914,15.625,15.625,4.341751575469971,3380672
1980-01-10,15.774378776550293,16.192638397216797,15.774378776550293,16.13288688659668,4.48288106918335,2219194
1980-01-11,16.13288688659668,16.31214141845703,15.6847505569458,16.013383865356445,4.449671745300293,2280280
1980-01-14,16.013383865356445,16.073135375976562,15.83413028717041,15.983509063720703,4.441370487213135,1663977
1980-01-15,15.983509063720703,16.79015350341797,15.893880844116211,16.760276794433594,4.657211780548096,3922500
1980-01-16,16.760276794433594,16.939531326293945,16.670650482177734,16.73040199279785,4.648908615112305,6284368
1980-01-17,16.73040199279785,16.82002830505371,16.5511474609375,16.5511474609375,4.599103927612305,2564792
1980-01-18,16.5511474609375,16.670650482177734,16.401769638061523,16.64077377319336,4.624004364013672,2732570
1980-01-21,16.64077377319336,16.700525283813477,16.491395950317383,16.491395950317383,4.582497596740723,1557285
1980-01-22,16.491395950317383,16.700525283813477,16.491395950317383,16.491395950317383,4.582497596740723,1766066
1980-01-23,16.491395950317383,17.029159545898438,16.491395950317383,17.029159545898438,4.731926918029785,2218357
1980-01-24,17.029159545898438,17.088909149169922,16.760276794433594,16.879779815673828,4.690419673919678,2291158
1980-01-25,16.879779815673828,16.909656524658203,16.700525283813477,16.760276794433594,4.657211780548096,1405406
1980-01-28,16.760276794433594,17.208412170410156,16.760276794433594,16.969406127929688,4.715320587158203,1522976
